ABSTRACT_ID,TEXT,LOCATION,LABEL
54,the helix to coil transition of polylglutamic acid was investigated in and m aqueous potassium chloride solutions by use of potentiometric titration and circular dichroism measurement CP concentration dependence of the transition was observed in the range from to monomole in m kg solution the polymer concentration dependence can be interpreted by current theories of the transition of charged polypeptides and of titration curves of linear weak polyelectrolytes taking the effect of polymer concentration into consideration,26,polymer
55,experiments were conducted on cats under nembutal anesthesia a study was made of pulse activity of bulbar respiratory neurons EA of the diaphragm and of the intercostal muscles po pco ph arterial blood oxygen saturation were determined in combined action of hypoxia and hypercapnia when hypoxic gaseous mixture was given for respiration the developing hypocapnia disturbed the discharge rhythmic activity of the respiratory SN the QO2 acquiring a pathological character of the cheynestokes type after addition to the hypoxic gaseous mixture of co the gaseous composition of the arterial blood approached the initial values this addition prevented the development of hypercapnia and disturbances of rhythmic discharge activity of the respiratory neurons addition of co to the hypoxic gaseous mixture produced a negative effect at first it intensified and then depressed the pulse activity of the respiratory neurons caused metabolic and respiratory acidosis and promoted asphyxia,19,electrical activity
55,experiments were conducted on cats under nembutal anesthesia a study was made of pulse activity of bulbar respiratory neurons EA of the diaphragm and of the intercostal muscles po pco ph arterial blood oxygen saturation were determined in combined action of hypoxia and hypercapnia when hypoxic gaseous mixture was given for respiration the developing hypocapnia disturbed the discharge rhythmic activity of the respiratory SN the QO2 acquiring a pathological character of the cheynestokes type after addition to the hypoxic gaseous mixture of co the gaseous composition of the arterial blood approached the initial values this addition prevented the development of hypercapnia and disturbances of rhythmic discharge activity of the respiratory neurons addition of co to the hypoxic gaseous mixture produced a negative effect at first it intensified and then depressed the pulse activity of the respiratory neurons caused metabolic and respiratory acidosis and promoted asphyxia,63,neurons
55,experiments were conducted on cats under nembutal anesthesia a study was made of pulse activity of bulbar respiratory neurons EA of the diaphragm and of the intercostal muscles po pco ph arterial blood oxygen saturation were determined in combined action of hypoxia and hypercapnia when hypoxic gaseous mixture was given for respiration the developing hypocapnia disturbed the discharge rhythmic activity of the respiratory SN the QO2 acquiring a pathological character of the cheynestokes type after addition to the hypoxic gaseous mixture of co the gaseous composition of the arterial blood approached the initial values this addition prevented the development of hypercapnia and disturbances of rhythmic discharge activity of the respiratory neurons addition of co to the hypoxic gaseous mixture produced a negative effect at first it intensified and then depressed the pulse activity of the respiratory neurons caused metabolic and respiratory acidosis and promoted asphyxia,65,respiration
56,experiments were conducted on male rats a T0 was made of the content of nicotinamide coenzymes in the liver and myocardium hours after the administration of ml of dichloroethane into the stomach in parallel with disturbance of the morphological structure of the liver and of the myocardium increase in the activity of alanine and aspargic aminotranspherases in the BS dichloroethane reduced the content of nicotinamide coenzymes and deranged the ratio of their oxidized and reduced forms in these organs,7,study
56,experiments were conducted on male rats a T0 was made of the content of nicotinamide coenzymes in the liver and myocardium hours after the administration of ml of dichloroethane into the stomach in parallel with disturbance of the morphological structure of the liver and of the myocardium increase in the activity of alanine and aspargic aminotranspherases in the BS dichloroethane reduced the content of nicotinamide coenzymes and deranged the ratio of their oxidized and reduced forms in these organs,58,blood serum
57,chronic experiments were conducted on rats and rabbits a study was made of the effect of carbidine on the conditioned defence reflexes in stimulation of the mesencephalic part of the reticular formation carbidine prevented the depression of the CS defence reflexes caused by stimulation of the mesencephalic portion of the Rt formation this pointed to its depressive influence on the mentioned structures and was confirmed by experiments on rabbits in recording changes in biocurrents under conditions of stimulation of the mesencephalic reticular formation,38,conditioned
57,chronic experiments were conducted on rats and rabbits a study was made of the effect of carbidine on the conditioned defence reflexes in stimulation of the mesencephalic part of the reticular formation carbidine prevented the depression of the CS defence reflexes caused by stimulation of the mesencephalic portion of the Rt formation this pointed to its depressive influence on the mentioned structures and was confirmed by experiments on rabbits in recording changes in biocurrents under conditions of stimulation of the mesencephalic reticular formation,50,reticular
58,drinking water supplies of rural communities in georgetown county south carolina were randomly selected for sample collection the analysis showed that most of the waters were slightly acidic low but acceptable concentrations of chloride copper fluoride sodium cadmium nitrate and phosphate were found a few water samples showed higher then recommended levels of arsenic mercury zinc and lead although only of the samples exceeded the mandatory limit of ppm for arsenic exceeded the recommended level of ppm the mandatory limit for manganese was exceeded in of the waters while exceeded the limit for iron the high iron content was generally responsible for the high turbidity found in of the samples the well depth and the consumer income had some bearing on water quality statistical evidence suggested that septic tank seepage was partially responsible for nitrate phosphate iron and As contamination of shallow water supplies lead concentrations appear to vary according to the plumbing used and the ph of the waters,138,arsenic
59,this study has investigated the relationship between duodenogastric reflux gastritis and certain symptoms months after three operations for uncomplicated duodenal ulcer the operations studied were proximal gastric vagotomy pgv cases truncal vagotomy and pyloroplasty tvp cases and truncal vagotomy and antrectomy tva cases duodenogastric reflux was assessed both by a radiological technique and by measuring the concentration of bilirubin in the gastric aspirate before and after operation incidence and severity of postoperative gastritis were determined by endoscopic biopsy symptoms were assessed by symptomatic score and visick grading there was a significant rho between DU reflux and histological evidence of both severe superficial gastritis and glandular atrophy p less than there was also a close association between the degree of reflux and the presence of severe heartburn epigastric pain and bile vomiting after operation the amount of reflux did not differ before T0 there was significantly less reflux following pgv than after either tvp p less than or tva p less than the results indicate that an operation which preserves an innervated and intact antrum and pylorus will protect against postoperative duodenogastric reflux gastritis and PS,91,correlation
59,this study has investigated the relationship between duodenogastric reflux gastritis and certain symptoms months after three operations for uncomplicated duodenal ulcer the operations studied were proximal gastric vagotomy pgv cases truncal vagotomy and pyloroplasty tvp cases and truncal vagotomy and antrectomy tva cases duodenogastric reflux was assessed both by a radiological technique and by measuring the concentration of bilirubin in the gastric aspirate before and after operation incidence and severity of postoperative gastritis were determined by endoscopic biopsy symptoms were assessed by symptomatic score and visick grading there was a significant rho between DU reflux and histological evidence of both severe superficial gastritis and glandular atrophy p less than there was also a close association between the degree of reflux and the presence of severe heartburn epigastric pain and bile vomiting after operation the amount of reflux did not differ before T0 there was significantly less reflux following pgv than after either tvp p less than or tva p less than the results indicate that an operation which preserves an innervated and intact antrum and pylorus will protect against postoperative duodenogastric reflux gastritis and PS,93,duodenal
59,this study has investigated the relationship between duodenogastric reflux gastritis and certain symptoms months after three operations for uncomplicated duodenal ulcer the operations studied were proximal gastric vagotomy pgv cases truncal vagotomy and pyloroplasty tvp cases and truncal vagotomy and antrectomy tva cases duodenogastric reflux was assessed both by a radiological technique and by measuring the concentration of bilirubin in the gastric aspirate before and after operation incidence and severity of postoperative gastritis were determined by endoscopic biopsy symptoms were assessed by symptomatic score and visick grading there was a significant rho between DU reflux and histological evidence of both severe superficial gastritis and glandular atrophy p less than there was also a close association between the degree of reflux and the presence of severe heartburn epigastric pain and bile vomiting after operation the amount of reflux did not differ before T0 there was significantly less reflux following pgv than after either tvp p less than or tva p less than the results indicate that an operation which preserves an innervated and intact antrum and pylorus will protect against postoperative duodenogastric reflux gastritis and PS,141,operation
59,this study has investigated the relationship between duodenogastric reflux gastritis and certain symptoms months after three operations for uncomplicated duodenal ulcer the operations studied were proximal gastric vagotomy pgv cases truncal vagotomy and pyloroplasty tvp cases and truncal vagotomy and antrectomy tva cases duodenogastric reflux was assessed both by a radiological technique and by measuring the concentration of bilirubin in the gastric aspirate before and after operation incidence and severity of postoperative gastritis were determined by endoscopic biopsy symptoms were assessed by symptomatic score and visick grading there was a significant rho between DU reflux and histological evidence of both severe superficial gastritis and glandular atrophy p less than there was also a close association between the degree of reflux and the presence of severe heartburn epigastric pain and bile vomiting after operation the amount of reflux did not differ before T0 there was significantly less reflux following pgv than after either tvp p less than or tva p less than the results indicate that an operation which preserves an innervated and intact antrum and pylorus will protect against postoperative duodenogastric reflux gastritis and PS,184,symptoms
60,endoscopic papillotomy was attempted in patients with extrahepatic obstruction of the biliary duct system and was actually performed in patients a special highfrequency diathermy knife was introduced via a duodenoscope into the terminal CBD and the roof of the papilla was incised in out of patients with choledocholithiasis the stones passed into the duodenum spontaneously or were removed endoscopically papillary stenosis without ductal stones was successfully treated with this method in eight out of patients one perforation of the duodenocholedochal junction occurred and was repaired surgically endoscopic papillotomy and stone SE is a relatively safe and effective method of treating extrahepatic jaundice,33,common bile duct
60,endoscopic papillotomy was attempted in patients with extrahepatic obstruction of the biliary duct system and was actually performed in patients a special highfrequency diathermy knife was introduced via a duodenoscope into the terminal CBD and the roof of the papilla was incised in out of patients with choledocholithiasis the stones passed into the duodenum spontaneously or were removed endoscopically papillary stenosis without ductal stones was successfully treated with this method in eight out of patients one perforation of the duodenocholedochal junction occurred and was repaired surgically endoscopic papillotomy and stone SE is a relatively safe and effective method of treating extrahepatic jaundice,90,extraction
61,a new haemoglobin with increased P50 beta ef lysine leads to threonine hb rahere was found during the investigation of a patient who was found to have a raised haemoglobin concentration after a routine blood count the substitution affects one of the diphosphoglycerate IB CS resulting in an increased affinity for oxygen but both the haemhaem interaction and the alkaline bohr effect are normal in the haemolysate this variant had the same mobility as haemoglobin a on electrophoresis at alkaline ph but was detected by measuring the whole blood oxygen affinity it could be separated from haemoglobin a however by electrophoresis in agar at acid ph the raised haemoglobin concentration was mainly due to a reduction in plasma volume a relative polycythaemia and was associated with a persistently raised white blood count this case emphasises the need to measure the oxygen affinity of haemoglobin in all patients with absolute or relative polycythaemia when some obvious cause is not evident,5,oxygen affinity
61,a new haemoglobin with increased P50 beta ef lysine leads to threonine hb rahere was found during the investigation of a patient who was found to have a raised haemoglobin concentration after a routine blood count the substitution affects one of the diphosphoglycerate IB CS resulting in an increased affinity for oxygen but both the haemhaem interaction and the alkaline bohr effect are normal in the haemolysate this variant had the same mobility as haemoglobin a on electrophoresis at alkaline ph but was detected by measuring the whole blood oxygen affinity it could be separated from haemoglobin a however by electrophoresis in agar at acid ph the raised haemoglobin concentration was mainly due to a reduction in plasma volume a relative polycythaemia and was associated with a persistently raised white blood count this case emphasises the need to measure the oxygen affinity of haemoglobin in all patients with absolute or relative polycythaemia when some obvious cause is not evident,43,binding
61,a new haemoglobin with increased P50 beta ef lysine leads to threonine hb rahere was found during the investigation of a patient who was found to have a raised haemoglobin concentration after a routine blood count the substitution affects one of the diphosphoglycerate IB CS resulting in an increased affinity for oxygen but both the haemhaem interaction and the alkaline bohr effect are normal in the haemolysate this variant had the same mobility as haemoglobin a on electrophoresis at alkaline ph but was detected by measuring the whole blood oxygen affinity it could be separated from haemoglobin a however by electrophoresis in agar at acid ph the raised haemoglobin concentration was mainly due to a reduction in plasma volume a relative polycythaemia and was associated with a persistently raised white blood count this case emphasises the need to measure the oxygen affinity of haemoglobin in all patients with absolute or relative polycythaemia when some obvious cause is not evident,44,sites
62,the actions of glycine gaba alphaalanine betaalanine and taurine were studied by intracellular recordings from lumbar motoneurons of the isolated spinal cord of the frog all amino acids tested produced a reduction in the amplitude of postsynaptic potentials a blockade of the antidromic action potential and an increase of Gm furthermore membrane polarizations occurred which were always in the same direction as the ipsp all these effects indicate a postsynaptic inhibitory action of these amino acids when the relative strength of different amino acids was compared taurine had the strongest inhibitory potency followed by betaalanine alphaalanine gaba and glycine topically applied strychnine and PT induced different changes of postsynaptic potentials indicating that distinct inhibitory systems might be influenced by these two convulsants interactions with amino acids showed that picrotoxin seletively diminished the postsymaptic actions of gaba while strychnine reduced the effects of taurine glycine alpha and betaalanine but differences in the susceptibility of these amino acid actions to strychnine could be detected the action of taurine was more sensitively blocked by strychnine compared with glycine alpha and betaalanine with regard to these results the importance of taurine and gaba as transmitters of postsynaptic inhibition on MNs in the spinal cord of the frog is discussed,49,membrane conductance
62,the actions of glycine gaba alphaalanine betaalanine and taurine were studied by intracellular recordings from lumbar motoneurons of the isolated spinal cord of the frog all amino acids tested produced a reduction in the amplitude of postsynaptic potentials a blockade of the antidromic action potential and an increase of Gm furthermore membrane polarizations occurred which were always in the same direction as the ipsp all these effects indicate a postsynaptic inhibitory action of these amino acids when the relative strength of different amino acids was compared taurine had the strongest inhibitory potency followed by betaalanine alphaalanine gaba and glycine topically applied strychnine and PT induced different changes of postsynaptic potentials indicating that distinct inhibitory systems might be influenced by these two convulsants interactions with amino acids showed that picrotoxin seletively diminished the postsymaptic actions of gaba while strychnine reduced the effects of taurine glycine alpha and betaalanine but differences in the susceptibility of these amino acid actions to strychnine could be detected the action of taurine was more sensitively blocked by strychnine compared with glycine alpha and betaalanine with regard to these results the importance of taurine and gaba as transmitters of postsynaptic inhibition on MNs in the spinal cord of the frog is discussed,103,picrotoxin
62,the actions of glycine gaba alphaalanine betaalanine and taurine were studied by intracellular recordings from lumbar motoneurons of the isolated spinal cord of the frog all amino acids tested produced a reduction in the amplitude of postsynaptic potentials a blockade of the antidromic action potential and an increase of Gm furthermore membrane polarizations occurred which were always in the same direction as the ipsp all these effects indicate a postsynaptic inhibitory action of these amino acids when the relative strength of different amino acids was compared taurine had the strongest inhibitory potency followed by betaalanine alphaalanine gaba and glycine topically applied strychnine and PT induced different changes of postsynaptic potentials indicating that distinct inhibitory systems might be influenced by these two convulsants interactions with amino acids showed that picrotoxin seletively diminished the postsymaptic actions of gaba while strychnine reduced the effects of taurine glycine alpha and betaalanine but differences in the susceptibility of these amino acid actions to strychnine could be detected the action of taurine was more sensitively blocked by strychnine compared with glycine alpha and betaalanine with regard to these results the importance of taurine and gaba as transmitters of postsynaptic inhibition on MNs in the spinal cord of the frog is discussed,195,motoneurons
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,0,crude synaptosomal
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,6,cerebral
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,7,cortex
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,67,synaptic vesicles
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,133,synaptic vesicles
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,151,glucose
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,177,cortex
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,204,specific
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,218,vesicles
63,P2 fractions p derived from guineapig CBF SC were incubated in the presence of mm kcl in a krebsglucose medium torpedo marmorata electric organs were stimulated electrically in vivo at pulsessec for min by electrodes placed on the electric lobe synaptic vesicles were isolated from each source and the phospholipid compositions analysed and compared with vesicles from unstimulated controls lysophosphatidylcholine was the only lysophosphoglyceride demonstrable in the SVs from either source and its low levels did not increase as a result of chemical or electircal stimulation in each case there was a close similarity of the phospholipid distributions in the vesicles taken from control and stimulated samples control experiments indicated extensive decreases in the acetylcholine content of the vesicles from the stimulated electric organ and smaller decreases in the acetylcholine content of the SVs from stimulated crude synaptosomal fractions these fractions were found to respire linearly in the presence of mm gl and the vesicle fractions were shown to have low levels of contaiminating membranes as judged by marker enzyme analyses crude synaptosomal fractions from guineapig cerebral SC were incubated in a krebsglucose medium with labelled fatty acids and hglucose in the presence or absence of mm kcl subsynaptosomal fractionation was carried out and TPS radioactivities of phosphatidylcholine phosphatidylethanolamine phosphatidylserine and phosphatidylinositol were determined in fractions d synaptic LDV e microsomes and h disrupted synaptosomes the release of neurotransmitter did not significantly enhance the labelling of phospholipids in any of the fractions studied as compared with phospholipids from unstimulated fractions this was found T3 two incubation times and using coleate carachidonate hpalmitate and hglucose,253,after
64,the effects of acidbase changes on cardiac SO during diethyl ether anaesthesia were studied in mongrel dogs prepared by surgically implanting a plastic encased nonferrous core EM probe on the ascending aorta the findings are metabolic acidaemia produced only slight decrease in cardiac output but a more marked fall became evident with decreasing ph respiratory acidaemia led to a slight rise in cardiac SO respiratory alkalaemia decreased cardiac output metabolic alkalaemia also produced a decline in cardiac SO,7,output
64,the effects of acidbase changes on cardiac SO during diethyl ether anaesthesia were studied in mongrel dogs prepared by surgically implanting a plastic encased nonferrous core EM probe on the ascending aorta the findings are metabolic acidaemia produced only slight decrease in cardiac output but a more marked fall became evident with decreasing ph respiratory acidaemia led to a slight rise in cardiac SO respiratory alkalaemia decreased cardiac output metabolic alkalaemia also produced a decline in cardiac SO,26,electromagnetic
64,the effects of acidbase changes on cardiac SO during diethyl ether anaesthesia were studied in mongrel dogs prepared by surgically implanting a plastic encased nonferrous core EM probe on the ascending aorta the findings are metabolic acidaemia produced only slight decrease in cardiac output but a more marked fall became evident with decreasing ph respiratory acidaemia led to a slight rise in cardiac SO respiratory alkalaemia decreased cardiac output metabolic alkalaemia also produced a decline in cardiac SO,63,output
64,the effects of acidbase changes on cardiac SO during diethyl ether anaesthesia were studied in mongrel dogs prepared by surgically implanting a plastic encased nonferrous core EM probe on the ascending aorta the findings are metabolic acidaemia produced only slight decrease in cardiac output but a more marked fall became evident with decreasing ph respiratory acidaemia led to a slight rise in cardiac SO respiratory alkalaemia decreased cardiac output metabolic alkalaemia also produced a decline in cardiac SO,77,output
65,many eyes donated for use in corneal grafting are rejected because of signs of autolysis in the donor material the purpose of this experimental study was to determine whether hydrocortisone acting as a lysosome membrane stabilizer could prevent or retard autolysis of the corneas under storage and if so what was the most efficacious concentration different groups of rabbit corneas were placed in saline as controls or in varying concentrations of hydrocortisone m to m at ph at degrees c and degrees c acid phosphatase released T3 six hours was measured biochemically this enzyme was used as a marker enzyme reflecting lysosomal labilization results showed a significant stabilization of the lysosomal membrane at degrees c as compared to degrees c a trend towards stabilization of the lysosomal membrane was seen when m concentration of hydrocortisone at degrees c was used there being no demonstrable stabilization at degrees c,86,after
